player name,mvp,ops,avg,rbi,hr
Frank Robinson,Yes,1.047,0.316,122,49
Harmon Killebrew,No,0.929,0.281,110,39
Al Kaline,No,0.927,0.288,88,29
Boog Powell,No,0.904,0.287,109,34
Dick McAuliffe,No,0.882,0.274,56,23
Tony Oliva,No,0.854,0.307,87,25
Curt Blefary,No,0.839,0.255,64,23
Norm Cash,No,0.829,0.279,93,32
Tony Conigliaro,No,0.817,0.265,93,28
Fred Valentine,No,0.806,0.276,59,16
Willie Horton,No,0.802,0.262,100,27
Carl Yastrzemski,No,0.799,0.278,80,16
Frank Howard,No,0.790,0.278,71,18
Joe Foy,No,0.778,0.262,63,15
Brooks Robinson,No,0.776,0.269,100,23
Leon Wagner,No,0.775,0.279,66,23
Tommie Agee,No,0.773,0.273,86,22
Rocky Colavito,No,0.767,0.238,72,30
Tom Tresh,No,0.762,0.233,68,27
George Scott,No,0.757,0.245,90,27
Joe Pepitone,No,0.753,0.255,83,31
Fred Whitfield,No,0.723,0.241,78,27
Jose Cardenal,No,0.719,0.276,48,16
Jim Fregosi,No,0.716,0.252,67,13
Don Wert,No,0.713,0.268,70,11
Carl Yastrzemski,No,0.932,0.312,72,20
Norm Cash,No,0.883,0.266,82,30
Tony Oliva,No,0.870,0.321,98,16
Leon Wagner,No,0.864,0.294,79,28
Rocky Colavito,No,0.851,0.287,108,26
Curt Blefary,No,0.851,0.260,70,22
Tony Conigliaro,No,0.850,0.269,82,32
Frank Howard,No,0.835,0.289,84,21
Willie Horton,No,0.831,0.273,104,29
Lee Thomas,No,0.826,0.271,75,22
Tom Tresh,No,0.825,0.279,74,26
Jimmie Hall,No,0.810,0.285,86,20
Brooks Robinson,No,0.797,0.297,80,18
Felix Mantilla,No,0.790,0.275,92,18
Bob Allison,No,0.787,0.233,78,23
Zoilo Versalles,Yes,0.781,0.273,77,19
Ken Harrelson,No,0.758,0.238,66,23
Boog Powell,No,0.754,0.248,72,17
Don Buford,No,0.747,0.283,47,10
Jim Fregosi,No,0.744,0.277,64,15
Bill Skowron,No,0.740,0.274,78,18
Ken McMullen,No,0.737,0.263,54,18
Floyd Robinson,No,0.737,0.265,66,14
Clete Boyer,No,0.728,0.251,58,18
Ed Charles,No,0.720,0.269,56,8
Mickey Mantle,No,1.015,0.303,111,35
Boog Powell,No,1.005,0.290,99,39
Bob Allison,No,0.957,0.287,86,32
Harmon Killebrew,No,0.924,0.270,111,49
Tony Oliva,No,0.916,0.323,94,32
Brooks Robinson,Yes,0.889,0.317,118,28
Rocky Colavito,No,0.873,0.274,102,34
Al Kaline,No,0.851,0.293,68,17
Jim Gentile,No,0.837,0.251,71,28
Jim Fregosi,No,0.833,0.277,72,18
Eddie Bressoud,No,0.828,0.293,55,15
Roger Maris,No,0.828,0.281,71,26
Elston Howard,No,0.825,0.313,84,15
Carl Yastrzemski,No,0.825,0.289,67,15
Pete Ward,No,0.821,0.282,94,23
Jimmie Hall,No,0.818,0.282,75,25
Bill Freehan,No,0.812,0.300,80,18
Dick Stuart,No,0.811,0.279,114,33
Don Lock,No,0.807,0.248,80,28
Norm Cash,No,0.804,0.257,83,23
Floyd Robinson,No,0.795,0.301,59,11
Sam Bowens,No,0.776,0.263,71,22
Ron Hansen,No,0.766,0.261,68,20
Wayne Causey,No,0.763,0.281,49,8
Dick McAuliffe,No,0.762,0.241,66,24
Bob Allison,No,0.911,0.271,91,35
Harmon Killebrew,No,0.904,0.258,96,45
Carl Yastrzemski,No,0.894,0.321,68,14
Al Kaline,No,0.889,0.312,101,27
Elston Howard,Yes,0.869,0.287,85,28
Jimmie Hall,No,0.863,0.260,80,33
Tom Tresh,No,0.858,0.269,71,25
Norm Cash,No,0.856,0.270,79,26
Earl Battey,No,0.845,0.285,84,26
Pete Ward,No,0.835,0.295,84,22
Dick Stuart,No,0.833,0.261,118,42
Leon Wagner,No,0.809,0.291,90,26
Rich Rollins,No,0.803,0.307,61,16
Albie Pearson,No,0.800,0.304,47,6
Boog Powell,No,0.799,0.265,82,25
Rocky Colavito,No,0.795,0.271,91,22
Don Lock,No,0.784,0.252,82,27
Max Alvis,No,0.784,0.274,67,22
Jim Gentile,No,0.782,0.248,72,24
Floyd Robinson,No,0.781,0.283,71,13
Eddie Bressoud,No,0.780,0.260,60,20
Norm Siebern,No,0.768,0.272,83,16
Chuck Hinton,No,0.766,0.269,55,15
Joe Pepitone,No,0.752,0.271,89,27
Jim Fregosi,No,0.748,0.287,50,9
Mickey Mantle,Yes,1.091,0.321,89,30
Harmon Killebrew,No,0.912,0.243,126,48
Norm Siebern,No,0.907,0.308,117,25
Norm Cash,No,0.894,0.243,89,39
Rocky Colavito,No,0.885,0.273,112,37
Bob Allison,No,0.881,0.266,102,29
Pete Runnels,No,0.863,0.326,60,10
Floyd Robinson,No,0.859,0.312,109,11
John Romano,No,0.842,0.261,81,25
Roger Maris,No,0.840,0.256,100,33
Joe Cunningham,No,0.837,0.295,70,8
Chuck Hinton,No,0.834,0.310,75,17
Carl Yastrzemski,No,0.832,0.296,94,19
Brooks Robinson,No,0.828,0.303,86,23
Leon Wagner,No,0.826,0.268,107,37
Al Smith,No,0.825,0.292,82,16
Lee Thomas,No,0.822,0.290,104,26
Jim Gentile,No,0.821,0.251,87,33
Ed Charles,No,0.810,0.288,74,17
Rich Rollins,No,0.802,0.298,96,16
Tom Tresh,No,0.800,0.286,93,20
Bill Skowron,No,0.798,0.270,80,23
Elston Howard,No,0.791,0.279,91,21
Manny Jimenez,No,0.782,0.301,69,11
Jackie Brandt,No,0.776,0.255,75,19
Norm Cash,No,1.148,0.361,132,41
Mickey Mantle,No,1.135,0.317,128,54
Jim Gentile,No,1.069,0.302,141,46
Harmon Killebrew,No,1.012,0.288,122,46
Roger Maris,Yes,0.993,0.269,141,61
Rocky Colavito,No,0.982,0.290,140,45
Roy Sievers,No,0.913,0.295,92,27
Al Kaline,No,0.909,0.324,82,19
Leon Wagner,No,0.865,0.280,79,28
John Romano,No,0.860,0.299,80,21
Norm Siebern,No,0.859,0.296,98,18
Al Smith,No,0.854,0.278,93,28
Earl Battey,No,0.847,0.302,55,17
Lee Thomas,No,0.844,0.285,70,24
Jim Landis,No,0.832,0.283,85,22
Tito Francona,No,0.823,0.301,85,16
Woodie Held,No,0.822,0.267,78,23
Albie Pearson,No,0.821,0.288,41,7
Jim Piersall,No,0.820,0.322,40,6
Jackie Brandt,No,0.815,0.297,72,16
Bob Allison,No,0.813,0.245,105,29
Ken Hunt,No,0.810,0.255,84,25
Willie Kirkland,No,0.793,0.259,95,27
Bill Skowron,No,0.790,0.267,89,28
Minnie Minoso,No,0.789,0.280,82,14
Mickey Mantle,No,0.957,0.275,94,40
Roger Maris,Yes,0.952,0.283,112,39
Roy Sievers,No,0.930,0.295,93,28
Harmon Killebrew,No,0.909,0.276,80,31
Bill Skowron,No,0.881,0.309,91,26
Jim Lemon,No,0.861,0.269,100,38
Minnie Minoso,No,0.855,0.311,105,20
Norm Siebern,No,0.837,0.279,69,19
Tito Francona,No,0.832,0.292,79,17
Al Smith,No,0.826,0.315,72,12
Gene Woodling,No,0.815,0.283,62,11
Eddie Yost,No,0.812,0.260,47,14
Vic Wertz,No,0.796,0.282,103,19
Pete Runnels,No,0.795,0.320,35,2
Harvey Kuenn,No,0.795,0.308,54,9
Gene Freese,No,0.794,0.273,79,17
Rocky Colavito,No,0.791,0.249,87,35
Ron Hansen,No,0.781,0.255,86,22
Al Kaline,No,0.781,0.278,68,15
Bob Allison,No,0.780,0.251,69,15
Earl Battey,No,0.773,0.270,60,15
