player name,mvp,ops,avg,rbi,hr
Carl Yastrzemski,Not MVP,0.790,0.267,102,21
Ron LeFlore,Not MVP,0.786,0.316,39,4
Amos Otis,Not MVP,0.785,0.279,86,18
Mike Hargrove,Not MVP,0.781,0.287,58,7
Dan Ford,Not MVP,0.780,0.267,86,20
Roy White,Not MVP,0.774,0.286,65,14
George Hendrick,Not MVP,0.771,0.265,81,25
Thurman Munson,MVP,0.769,0.302,105,17
Ken Singleton,Not MVP,0.769,0.278,70,13
Chris Chambliss,Not MVP,0.765,0.293,96,17
Sal Bando,Not MVP,0.762,0.240,84,27
Lee May,Not MVP,0.759,0.258,109,25
Mickey Rivers,Not MVP,0.758,0.312,67,8
Fred Lynn,MVP,0.967,0.331,105,21
John Mayberry,Not MVP,0.963,0.291,106,34
Rod Carew,Not MVP,0.918,0.359,80,14
Boog Powell,Not MVP,0.901,0.297,86,27
Bobby Bonds,Not MVP,0.888,0.270,85,32
Ken Singleton,Not MVP,0.869,0.300,55,15
Toby Harrah,Not MVP,0.862,0.293,93,20
Gene Tenace,Not MVP,0.859,0.255,87,29
George Scott,Not MVP,0.857,0.285,109,36
Don Baylor,Not MVP,0.849,0.282,76,25
Jim Rice,Not MVP,0.841,0.309,102,22
Reggie Jackson,Not MVP,0.840,0.253,104,36
Joe Rudi,Not MVP,0.832,0.278,75,21
Steve Braun,Not MVP,0.818,0.302,45,11
Jorge Orta,Not MVP,0.813,0.304,83,11
Mike Hargrove,Not MVP,0.812,0.303,62,11
George Brett,Not MVP,0.809,0.308,90,11
Hal McRae,Not MVP,0.808,0.306,71,5
Roy White,Not MVP,0.802,0.290,59,12
Thurman Munson,Not MVP,0.795,0.318,102,12
Darrell Porter,Not MVP,0.789,0.232,60,18
Bobby Grich,Not MVP,0.787,0.260,57,13
Carl Yastrzemski,Not MVP,0.776,0.269,60,14
Chris Chambliss,Not MVP,0.770,0.304,72,9
Claudell Washington,Not MVP,0.769,0.308,77,10
Dick Allen,Not MVP,0.938,0.301,88,32
Reggie Jackson,Not MVP,0.905,0.289,93,29
Jeff Burroughs,MVP,0.901,0.301,118,25
Rod Carew,Not MVP,0.878,0.364,55,3
Carl Yastrzemski,Not MVP,0.859,0.301,79,15
Hal McRae,Not MVP,0.850,0.310,88,15
Bill Freehan,Not MVP,0.840,0.297,60,18
Oscar Gamble,Not MVP,0.833,0.291,59,19
Ken Henderson,Not MVP,0.827,0.292,95,20
Frank Robinson,Not MVP,0.820,0.245,68,22
Joe Rudi,Not MVP,0.818,0.293,99,22
Larry Hisle,Not MVP,0.818,0.286,79,19
Bobby Grich,Not MVP,0.807,0.263,82,19
Jorge Orta,Not MVP,0.805,0.316,67,10
Amos Otis,Not MVP,0.786,0.284,73,12
John Mayberry,Not MVP,0.782,0.234,69,22
Elliott Maddox,Not MVP,0.781,0.303,45,3
Gene Tenace,Not MVP,0.778,0.211,73,26
Sal Bando,Not MVP,0.778,0.243,103,22
George Scott,Not MVP,0.777,0.281,82,17
George Hendrick,Not MVP,0.766,0.279,67,19
John Briggs,Not MVP,0.764,0.253,73,17
Bobby Darwin,Not MVP,0.764,0.264,94,25
Don Money,Not MVP,0.761,0.283,65,15
Roy White,Not MVP,0.761,0.275,43,7
Reggie Jackson,MVP,0.914,0.293,117,32
John Mayberry,Not MVP,0.895,0.278,100,26
Rod Carew,Not MVP,0.882,0.350,62,6
Sal Bando,Not MVP,0.873,0.287,98,29
Carl Yastrzemski,Not MVP,0.870,0.296,95,19
Frank Robinson,Not MVP,0.861,0.266,97,30
George Scott,Not MVP,0.858,0.306,107,24
Amos Otis,Not MVP,0.851,0.300,93,26
Thurman Munson,Not MVP,0.849,0.301,74,20
Jeff Burroughs,Not MVP,0.842,0.279,85,30
Gene Tenace,Not MVP,0.830,0.259,84,24
Dave May,Not MVP,0.824,0.303,93,25
Bobby Murcer,Not MVP,0.821,0.304,95,22
Bill Melton,Not MVP,0.802,0.277,87,20
Orlando Cepeda,Not MVP,0.794,0.289,86,20
John Briggs,Not MVP,0.787,0.246,57,18
Tommy Harper,Not MVP,0.774,0.281,71,17
Larry Hisle,Not MVP,0.773,0.272,64,15
Bobby Grich,Not MVP,0.760,0.251,50,12
Earl Williams,Not MVP,0.758,0.237,83,22
Tony Oliva,Not MVP,0.754,0.291,92,16
Carlton Fisk,Not MVP,0.750,0.246,71,26
Don Money,Not MVP,0.748,0.284,61,11
Carlos May,Not MVP,0.747,0.268,96,20
Deron Johnson,Not MVP,0.738,0.246,81,19
Dick Allen,MVP,1.023,0.308,113,37
Carlton Fisk,Not MVP,0.909,0.293,61,22
John Mayberry,Not MVP,0.900,0.298,100,25
Bobby Murcer,Not MVP,0.898,0.292,96,33
Mike Epstein,Not MVP,0.866,0.270,70,26
Carlos May,Not MVP,0.843,0.308,68,12
Reggie Smith,Not MVP,0.840,0.270,74,21
Joe Rudi,Not MVP,0.830,0.305,75,19
Reggie Jackson,Not MVP,0.823,0.265,75,25
Harmon Killebrew,Not MVP,0.817,0.231,74,26
Richie Scheinblum,Not MVP,0.800,0.300,66,8
Lou Piniella,Not MVP,0.797,0.312,72,11
Norm Cash,Not MVP,0.784,0.259,61,22
Boog Powell,Not MVP,0.780,0.252,81,21
Bobby Grich,Not MVP,0.773,0.278,50,12
Bobby Darwin,Not MVP,0.769,0.267,80,22
Amos Otis,Not MVP,0.765,0.293,54,11
Roy White,Not MVP,0.760,0.270,54,10
Rod Carew,Not MVP,0.749,0.318,51,0
Carl Yastrzemski,Not MVP,0.748,0.264,68,12
George Scott,Not MVP,0.746,0.266,88,20
Bob Oliver,Not MVP,0.736,0.269,76,20
Tommy Harper,Not MVP,0.730,0.254,49,14
Chris Chambliss,Not MVP,0.724,0.292,44,6
Graig Nettles,Not MVP,0.720,0.253,70,17
Carl Yastrzemski,Not MVP,1.044,0.329,102,40
Frank Howard,Not MVP,0.962,0.283,126,44
Boog Powell,MVP,0.962,0.297,114,35
Harmon Killebrew,Not MVP,0.957,0.271,113,41
Frank Robinson,Not MVP,0.918,0.306,78,25
Tommy Harper,Not MVP,0.899,0.296,82,31
Tony Oliva,Not MVP,0.878,0.325,107,23
Roy White,Not MVP,0.860,0.296,94,22
Reggie Smith,Not MVP,0.858,0.303,74,22
Sal Bando,Not MVP,0.837,0.263,75,20
Alex Johnson,Not MVP,0.830,0.329,86,14
Bill Melton,Not MVP,0.828,0.263,96,33
Al Kaline,Not MVP,0.826,0.278,71,16
Roy Foster,Not MVP,0.824,0.268,60,23
Tony Conigliaro,Not MVP,0.822,0.266,116,36
George Scott,Not MVP,0.821,0.296,63,16
Reggie Jackson,Not MVP,0.817,0.237,66,23
Don Buford,Not MVP,0.816,0.272,66,17
Mike Epstein,Not MVP,0.815,0.256,56,20
Jim Fregosi,Not MVP,0.812,0.278,82,22
Rico Petrocelli,Not MVP,0.807,0.261,103,29
Jim Northrup,Not MVP,0.802,0.262,80,24
Thurman Munson,Not MVP,0.801,0.302,53,6
Vada Pinson,Not MVP,0.800,0.286,82,24
Cesar Tovar,Not MVP,0.798,0.300,54,10
Reggie Jackson,Not MVP,1.018,0.275,118,47
Harmon Killebrew,MVP,1.011,0.276,140,49
Rico Petrocelli,Not MVP,0.992,0.297,97,40
Frank Howard,Not MVP,0.976,0.296,111,48
Frank Robinson,Not MVP,0.955,0.308,100,32
Boog Powell,Not MVP,0.942,0.304,121,37
Reggie Smith,Not MVP,0.895,0.309,93,25
Sal Bando,Not MVP,0.885,0.281,113,31
Carl Yastrzemski,Not MVP,0.870,0.255,111,40
Jim Northrup,Not MVP,0.866,0.295,66,25
Rod Carew,Not MVP,0.853,0.332,56,8
Tony Oliva,Not MVP,0.851,0.309,101,24
Mike Andrews,Not MVP,0.844,0.293,59,15
Norm Cash,Not MVP,0.831,0.280,74,22
Don Mincher,Not MVP,0.821,0.246,78,25
Roy White,Not MVP,0.818,0.290,74,7
Don Buford,Not MVP,0.814,0.291,64,11
Paul Blair,Not MVP,0.804,0.285,76,26
Willie Horton,Not MVP,0.796,0.262,91,28
Al Kaline,Not MVP,0.793,0.272,69,21
Tony Horton,Not MVP,0.780,0.278,93,27
Dick Green,Not MVP,0.779,0.275,64,12
Ken McMullen,Not MVP,0.775,0.272,87,19
Bobby Murcer,Not MVP,0.773,0.259,82,26
Bill Melton,Not MVP,0.759,0.255,87,23
Carl Yastrzemski,MVP,1.040,0.326,121,44
Frank Robinson,Not MVP,0.979,0.311,94,30
Harmon Killebrew,Not MVP,0.965,0.269,113,44
Al Kaline,Not MVP,0.952,0.308,78,25
Don Mincher,Not MVP,0.854,0.273,76,25
Frank Howard,Not MVP,0.849,0.256,89,36
George Scott,Not MVP,0.838,0.303,82,19
Bill Freehan,Not MVP,0.835,0.282,74,20
Bob Allison,Not MVP,0.826,0.258,75,24
Mickey Mantle,Not MVP,0.825,0.245,55,22
Tony Oliva,Not MVP,0.810,0.289,83,17
Paul Blair,Not MVP,0.799,0.293,64,11
Norm Cash,Not MVP,0.783,0.242,72,22
Dick McAuliffe,Not MVP,0.775,0.239,65,22
Brooks Robinson,Not MVP,0.763,0.269,77,22
Curt Blefary,Not MVP,0.750,0.242,81,22
Rico Petrocelli,Not MVP,0.750,0.259,66,17
Rod Carew,Not MVP,0.750,0.292,51,8
Jim Fregosi,Not MVP,0.744,0.290,56,9
Pete Ward,Not MVP,0.726,0.233,62,18
Rick Reichardt,Not MVP,0.724,0.265,69,17
Jim Northrup,Not MVP,0.724,0.271,61,10
Max Alvis,Not MVP,0.704,0.256,70,21
Reggie Smith,Not MVP,0.704,0.246,61,15
Davey Johnson,Not MVP,0.702,0.247,64,10
Frank Robinson,MVP,1.047,0.316,122,49
Harmon Killebrew,Not MVP,0.929,0.281,110,39
Al Kaline,Not MVP,0.927,0.288,88,29
Boog Powell,Not MVP,0.904,0.287,109,34
Dick McAuliffe,Not MVP,0.882,0.274,56,23
Tony Oliva,Not MVP,0.854,0.307,87,25
Curt Blefary,Not MVP,0.839,0.255,64,23
Norm Cash,Not MVP,0.829,0.279,93,32
Tony Conigliaro,Not MVP,0.817,0.265,93,28
Fred Valentine,Not MVP,0.806,0.276,59,16
Willie Horton,Not MVP,0.802,0.262,100,27
Carl Yastrzemski,Not MVP,0.799,0.278,80,16
Frank Howard,Not MVP,0.790,0.278,71,18
Joe Foy,Not MVP,0.778,0.262,63,15
Brooks Robinson,Not MVP,0.776,0.269,100,23
Leon Wagner,Not MVP,0.775,0.279,66,23
Tommie Agee,Not MVP,0.773,0.273,86,22
Rocky Colavito,Not MVP,0.767,0.238,72,30
Tom Tresh,Not MVP,0.762,0.233,68,27
George Scott,Not MVP,0.757,0.245,90,27
Joe Pepitone,Not MVP,0.753,0.255,83,31
Fred Whitfield,Not MVP,0.723,0.241,78,27
Jose Cardenal,Not MVP,0.719,0.276,48,16
Jim Fregosi,Not MVP,0.716,0.252,67,13
Don Wert,Not MVP,0.713,0.268,70,11
Carl Yastrzemski,Not MVP,0.932,0.312,72,20
Norm Cash,Not MVP,0.883,0.266,82,30
Tony Oliva,Not MVP,0.870,0.321,98,16
Leon Wagner,Not MVP,0.864,0.294,79,28
Rocky Colavito,Not MVP,0.851,0.287,108,26
Curt Blefary,Not MVP,0.851,0.260,70,22
Tony Conigliaro,Not MVP,0.850,0.269,82,32
Frank Howard,Not MVP,0.835,0.289,84,21
Willie Horton,Not MVP,0.831,0.273,104,29
Lee Thomas,Not MVP,0.826,0.271,75,22
Tom Tresh,Not MVP,0.825,0.279,74,26
Jimmie Hall,Not MVP,0.810,0.285,86,20
Brooks Robinson,Not MVP,0.797,0.297,80,18
Felix Mantilla,Not MVP,0.790,0.275,92,18
Bob Allison,Not MVP,0.787,0.233,78,23
Zoilo Versalles,MVP,0.781,0.273,77,19
Ken Harrelson,Not MVP,0.758,0.238,66,23
Boog Powell,Not MVP,0.754,0.248,72,17
Don Buford,Not MVP,0.747,0.283,47,10
Jim Fregosi,Not MVP,0.744,0.277,64,15
Bill Skowron,Not MVP,0.740,0.274,78,18
Ken McMullen,Not MVP,0.737,0.263,54,18
Floyd Robinson,Not MVP,0.737,0.265,66,14
Clete Boyer,Not MVP,0.728,0.251,58,18
Ed Charles,Not MVP,0.720,0.269,56,8
Mickey Mantle,Not MVP,1.015,0.303,111,35
Boog Powell,Not MVP,1.005,0.290,99,39
Bob Allison,Not MVP,0.957,0.287,86,32
Harmon Killebrew,Not MVP,0.924,0.270,111,49
Tony Oliva,Not MVP,0.916,0.323,94,32
Brooks Robinson,MVP,0.889,0.317,118,28
Rocky Colavito,Not MVP,0.873,0.274,102,34
Al Kaline,Not MVP,0.851,0.293,68,17
Jim Gentile,Not MVP,0.837,0.251,71,28
Jim Fregosi,Not MVP,0.833,0.277,72,18
Eddie Bressoud,Not MVP,0.828,0.293,55,15
Roger Maris,Not MVP,0.828,0.281,71,26
Elston Howard,Not MVP,0.825,0.313,84,15
Carl Yastrzemski,Not MVP,0.825,0.289,67,15
Pete Ward,Not MVP,0.821,0.282,94,23
Jimmie Hall,Not MVP,0.818,0.282,75,25
Bill Freehan,Not MVP,0.812,0.300,80,18
Dick Stuart,Not MVP,0.811,0.279,114,33
Don Lock,Not MVP,0.807,0.248,80,28
Norm Cash,Not MVP,0.804,0.257,83,23
Floyd Robinson,Not MVP,0.795,0.301,59,11
Sam Bowens,Not MVP,0.776,0.263,71,22
Ron Hansen,Not MVP,0.766,0.261,68,20
Wayne Causey,Not MVP,0.763,0.281,49,8
Dick McAuliffe,Not MVP,0.762,0.241,66,24
Bob Allison,Not MVP,0.911,0.271,91,35
Harmon Killebrew,Not MVP,0.904,0.258,96,45
Carl Yastrzemski,Not MVP,0.894,0.321,68,14
Al Kaline,Not MVP,0.889,0.312,101,27
Elston Howard,MVP,0.869,0.287,85,28
Jimmie Hall,Not MVP,0.863,0.260,80,33
Tom Tresh,Not MVP,0.858,0.269,71,25
Norm Cash,Not MVP,0.856,0.270,79,26
Earl Battey,Not MVP,0.845,0.285,84,26
Pete Ward,Not MVP,0.835,0.295,84,22
Dick Stuart,Not MVP,0.833,0.261,118,42
Leon Wagner,Not MVP,0.809,0.291,90,26
Rich Rollins,Not MVP,0.803,0.307,61,16
Albie Pearson,Not MVP,0.800,0.304,47,6
Boog Powell,Not MVP,0.799,0.265,82,25
Rocky Colavito,Not MVP,0.795,0.271,91,22
Don Lock,Not MVP,0.784,0.252,82,27
Max Alvis,Not MVP,0.784,0.274,67,22
Jim Gentile,Not MVP,0.782,0.248,72,24
Floyd Robinson,Not MVP,0.781,0.283,71,13
Eddie Bressoud,Not MVP,0.780,0.260,60,20
Norm Siebern,Not MVP,0.768,0.272,83,16
Chuck Hinton,Not MVP,0.766,0.269,55,15
Joe Pepitone,Not MVP,0.752,0.271,89,27
Jim Fregosi,Not MVP,0.748,0.287,50,9
Mickey Mantle,MVP,1.091,0.321,89,30
Harmon Killebrew,Not MVP,0.912,0.243,126,48
Norm Siebern,Not MVP,0.907,0.308,117,25
Norm Cash,Not MVP,0.894,0.243,89,39
Rocky Colavito,Not MVP,0.885,0.273,112,37
Bob Allison,Not MVP,0.881,0.266,102,29
Pete Runnels,Not MVP,0.863,0.326,60,10
Floyd Robinson,Not MVP,0.859,0.312,109,11
John Romano,Not MVP,0.842,0.261,81,25
Roger Maris,Not MVP,0.840,0.256,100,33
Joe Cunningham,Not MVP,0.837,0.295,70,8
Chuck Hinton,Not MVP,0.834,0.310,75,17
Carl Yastrzemski,Not MVP,0.832,0.296,94,19
Brooks Robinson,Not MVP,0.828,0.303,86,23
Leon Wagner,Not MVP,0.826,0.268,107,37
Al Smith,Not MVP,0.825,0.292,82,16
Lee Thomas,Not MVP,0.822,0.290,104,26
Jim Gentile,Not MVP,0.821,0.251,87,33
Ed Charles,Not MVP,0.810,0.288,74,17
Rich Rollins,Not MVP,0.802,0.298,96,16
Tom Tresh,Not MVP,0.800,0.286,93,20
Bill Skowron,Not MVP,0.798,0.270,80,23
Elston Howard,Not MVP,0.791,0.279,91,21
Manny Jimenez,Not MVP,0.782,0.301,69,11
Jackie Brandt,Not MVP,0.776,0.255,75,19
Norm Cash,Not MVP,1.148,0.361,132,41
Mickey Mantle,Not MVP,1.135,0.317,128,54
Jim Gentile,Not MVP,1.069,0.302,141,46
Harmon Killebrew,Not MVP,1.012,0.288,122,46
Roger Maris,MVP,0.993,0.269,141,61
Rocky Colavito,Not MVP,0.982,0.290,140,45
Roy Sievers,Not MVP,0.913,0.295,92,27
Al Kaline,Not MVP,0.909,0.324,82,19
Leon Wagner,Not MVP,0.865,0.280,79,28
John Romano,Not MVP,0.860,0.299,80,21
Norm Siebern,Not MVP,0.859,0.296,98,18
Al Smith,Not MVP,0.854,0.278,93,28
Earl Battey,Not MVP,0.847,0.302,55,17
Lee Thomas,Not MVP,0.844,0.285,70,24
Jim Landis,Not MVP,0.832,0.283,85,22
Tito Francona,Not MVP,0.823,0.301,85,16
Woodie Held,Not MVP,0.822,0.267,78,23
Albie Pearson,Not MVP,0.821,0.288,41,7
Jim Piersall,Not MVP,0.820,0.322,40,6
Jackie Brandt,Not MVP,0.815,0.297,72,16
Bob Allison,Not MVP,0.813,0.245,105,29
Ken Hunt,Not MVP,0.810,0.255,84,25
Willie Kirkland,Not MVP,0.793,0.259,95,27
Bill Skowron,Not MVP,0.790,0.267,89,28
Minnie Minoso,Not MVP,0.789,0.280,82,14
Mickey Mantle,Not MVP,0.957,0.275,94,40
Roger Maris,MVP,0.952,0.283,112,39
Roy Sievers,Not MVP,0.930,0.295,93,28
Harmon Killebrew,Not MVP,0.909,0.276,80,31
Bill Skowron,Not MVP,0.881,0.309,91,26
Jim Lemon,Not MVP,0.861,0.269,100,38
Minnie Minoso,Not MVP,0.855,0.311,105,20
Norm Siebern,Not MVP,0.837,0.279,69,19
Tito Francona,Not MVP,0.832,0.292,79,17
Al Smith,Not MVP,0.826,0.315,72,12
Gene Woodling,Not MVP,0.815,0.283,62,11
Eddie Yost,Not MVP,0.812,0.260,47,14
Vic Wertz,Not MVP,0.796,0.282,103,19
Pete Runnels,Not MVP,0.795,0.320,35,2
Harvey Kuenn,Not MVP,0.795,0.308,54,9
Gene Freese,Not MVP,0.794,0.273,79,17
Rocky Colavito,Not MVP,0.791,0.249,87,35
Ron Hansen,Not MVP,0.781,0.255,86,22
Al Kaline,Not MVP,0.781,0.278,68,15
Bob Allison,Not MVP,0.780,0.251,69,15
Earl Battey,Not MVP,0.773,0.270,60,15
Brooks Robinson,Not MVP,0.770,0.294,88,14
Charlie Maxwell,Not MVP,0.765,0.237,81,24
Ken Aspromonte,Not MVP,0.762,0.288,48,10
Jim Landis,Not MVP,0.753,0.253,49,10
Al Kaline,Not MVP,0.940,0.327,94,27
Mickey Mantle,Not MVP,0.904,0.285,75,31
Harvey Kuenn,Not MVP,0.903,0.353,71,9
Eddie Yost,Not MVP,0.871,0.278,61,21
Harmon Killebrew,Not MVP,0.870,0.242,105,42
Jackie Jensen,Not MVP,0.863,0.277,112,28
Gene Woodling,Not MVP,0.856,0.300,77,14
Rocky Colavito,Not MVP,0.849,0.257,111,42
Minnie Minoso,Not MVP,0.846,0.302,92,21
Jim Lemon,Not MVP,0.844,0.279,100,33
Pete Runnels,Not MVP,0.841,0.314,57,6
Roger Maris,Not MVP,0.824,0.273,72,16
Charlie Maxwell,Not MVP,0.819,0.251,95,31
Bob Allison,Not MVP,0.815,0.261,85,30
Bob Cerv,Not MVP,0.812,0.285,87,20
Yogi Berra,Not MVP,0.809,0.284,69,19
Hector Lopez,Not MVP,0.804,0.283,93,22
Sherm Lollar,Not MVP,0.796,0.265,84,22
Bill Tuttle,Not MVP,0.782,0.300,43,7
Woodie Held,Not MVP,0.778,0.251,71,29
Nellie Fox,MVP,0.770,0.306,70,2
Frank Malzone,Not MVP,0.760,0.280,92,19
Jim Landis,Not MVP,0.749,0.272,60,5
Dick Williams,Not MVP,0.746,0.266,75,16
Vic Power,Not MVP,0.746,0.289,60,10
Ted Williams,Not MVP,1.042,0.328,85,26
Mickey Mantle,Not MVP,1.035,0.304,97,42
Rocky Colavito,Not MVP,1.024,0.303,113,41
Bob Cerv,Not MVP,0.963,0.305,104,38
Jackie Jensen,MVP,0.931,0.286,122,35
Roy Sievers,Not MVP,0.900,0.295,108,39
Minnie Minoso,Not MVP,0.867,0.302,80,24
Al Kaline,Not MVP,0.864,0.313,85,16
Pete Runnels,Not MVP,0.854,0.322,59,8
Norm Siebern,Not MVP,0.842,0.300,55,14
Vic Power,Not MVP,0.822,0.312,80,16
Sherm Lollar,Not MVP,0.821,0.273,84,20
Harvey Kuenn,Not MVP,0.815,0.319,54,8
Gail Harris,Not MVP,0.809,0.273,83,20
Gene Woodling,Not MVP,0.806,0.276,65,15
Jim Landis,Not MVP,0.785,0.277,64,15
Gus Triandos,Not MVP,0.782,0.245,79,30
Jim Lemon,Not MVP,0.781,0.246,75,26
Dick Gernert,Not MVP,0.755,0.237,69,20
Frank Malzone,Not MVP,0.754,0.295,87,15
Bill Skowron,Not MVP,0.740,0.273,73,14
Hank Bauer,Not MVP,0.739,0.268,50,12
Hector Lopez,Not MVP,0.732,0.261,73,17
Roger Maris,Not MVP,0.725,0.240,80,28
Frank Bolling,Not MVP,0.720,0.269,75,14
Ted Williams,Not MVP,1.257,0.388,87,38
Mickey Mantle,MVP,1.177,0.365,94,34
Roy Sievers,Not MVP,0.967,0.301,114,42
Gene Woodling,Not MVP,0.929,0.321,78,19
Minnie Minoso,Not MVP,0.862,0.310,103,12
Charlie Maxwell,Not MVP,0.858,0.276,82,24
Vic Wertz,Not MVP,0.857,0.282,105,28
Larry Doby,Not MVP,0.837,0.288,79,14
Jackie Jensen,Not MVP,0.836,0.281,103,23
Al Kaline,Not MVP,0.821,0.295,90,23
Rocky Colavito,Not MVP,0.819,0.252,84,25
Bill Skowron,Not MVP,0.818,0.304,88,17
Nellie Fox,Not MVP,0.818,0.317,61,6
Gil McDougald,Not MVP,0.804,0.289,62,13
Bob Boyd,Not MVP,0.796,0.318,34,4
Jim Lemon,Not MVP,0.795,0.284,64,17
Bob Nieman,Not MVP,0.792,0.276,70,13
Hank Bauer,Not MVP,0.776,0.259,65,18
Ray Boone,Not MVP,0.771,0.273,65,12
Yogi Berra,Not MVP,0.767,0.251,82,24
Gus Zernial,Not MVP,0.761,0.236,69,27
Al Pilarcik,Not MVP,0.757,0.278,49,9
Frank Malzone,Not MVP,0.751,0.292,103,15
Jim Piersall,Not MVP,0.746,0.261,63,19
Eddie Yost,Not MVP,0.742,0.251,38,9
Mickey Mantle,MVP,1.169,0.353,130,52
Ted Williams,Not MVP,1.084,0.345,82,24
Minnie Minoso,Not MVP,0.950,0.316,88,21
Charlie Maxwell,Not MVP,0.948,0.326,87,28
Bob Nieman,Not MVP,0.931,0.320,68,14
Ray Boone,Not MVP,0.920,0.308,81,25
Al Kaline,Not MVP,0.913,0.314,128,27
Yogi Berra,Not MVP,0.911,0.298,105,30
Bill Skowron,Not MVP,0.910,0.308,90,23
Jackie Jensen,Not MVP,0.901,0.315,97,20
Vic Wertz,Not MVP,0.874,0.264,106,32
Larry Doby,Not MVP,0.858,0.268,102,24
Harvey Kuenn,Not MVP,0.857,0.332,88,12
Jim Lemon,Not MVP,0.850,0.271,96,27
Gil McDougald,Not MVP,0.848,0.311,56,13
Roy Sievers,Not MVP,0.838,0.253,95,29
Harry Simpson,Not MVP,0.837,0.293,105,21
Sherm Lollar,Not MVP,0.821,0.293,75,11
Al Smith,Not MVP,0.812,0.274,71,16
Gus Triandos,Not MVP,0.810,0.279,88,21
Pete Runnels,Not MVP,0.805,0.310,76,8
Jim Piersall,Not MVP,0.799,0.293,87,14
Vic Power,Not MVP,0.787,0.309,63,14
Al Rosen,Not MVP,0.779,0.267,61,15
Hector Lopez,Not MVP,0.775,0.273,69,18
Mickey Mantle,Not MVP,1.042,0.306,99,37
Al Kaline,Not MVP,0.967,0.340,102,27
Al Smith,Not MVP,0.880,0.306,77,22
Larry Doby,Not MVP,0.874,0.291,75,26
Vic Power,Not MVP,0.859,0.319,76,19
Roy Sievers,Not MVP,0.853,0.271,106,25
Jackie Jensen,Not MVP,0.848,0.275,116,26
Mickey Vernon,Not MVP,0.835,0.301,85,14
Ray Boone,Not MVP,0.822,0.284,116,20
Hank Bauer,Not MVP,0.821,0.278,53,20
Yogi Berra,MVP,0.819,0.272,108,27
George Kell,Not MVP,0.818,0.312,81,8
Minnie Minoso,Not MVP,0.811,0.288,70,10
Jim Piersall,Not MVP,0.792,0.283,62,13
Walt Dropo,Not MVP,0.791,0.280,79,19
Sherm Lollar,Not MVP,0.782,0.261,61,16
Eddie Yost,Not MVP,0.778,0.243,48,7
Nellie Fox,Not MVP,0.770,0.311,59,6
Harvey Kuenn,Not MVP,0.769,0.306,62,8
Bobby Avila,Not MVP,0.768,0.272,61,13
Gil McDougald,Not MVP,0.768,0.285,53,13
Norm Zauchin,Not MVP,0.765,0.239,93,27
Al Rosen,Not MVP,0.765,0.244,81,21
Hector Lopez,Not MVP,0.759,0.290,68,15
Bill Tuttle,Not MVP,0.757,0.279,78,14
Ted Williams,Not MVP,1.148,0.345,89,29
Minnie Minoso,Not MVP,0.946,0.320,116,19
Mickey Mantle,Not MVP,0.933,0.300,102,27
Al Rosen,Not MVP,0.910,0.300,102,24
Bobby Avila,Not MVP,0.880,0.341,67,15
Irv Noren,Not MVP,0.859,0.319,66,12
Yogi Berra,MVP,0.855,0.307,125,22
Mickey Vernon,Not MVP,0.850,0.290,97,20
Larry Doby,Not MVP,0.847,0.272,126,32
Ray Boone,Not MVP,0.842,0.295,85,20
Al Smith,Not MVP,0.832,0.281,50,11
Jackie Jensen,Not MVP,0.831,0.276,117,25
Cal Abrams,Not MVP,0.821,0.293,25,6
Jim Finigan,Not MVP,0.802,0.302,51,7
Jim Rivera,Not MVP,0.787,0.286,61,13
Eddie Yost,Not MVP,0.786,0.256,47,11
Roy Sievers,Not MVP,0.777,0.232,102,24
Nellie Fox,Not MVP,0.763,0.319,47,2
Pete Runnels,Not MVP,0.751,0.268,56,3
Billy Goodman,Not MVP,0.746,0.303,36,1
Sammy White,Not MVP,0.732,0.282,75,14
Jim Piersall,Not MVP,0.732,0.285,38,8
Jim Busby,Not MVP,0.731,0.298,80,7
Bill Tuttle,Not MVP,0.728,0.266,58,7
Harvey Kuenn,Not MVP,0.725,0.306,48,5
Al Rosen,MVP,1.034,0.336,145,43
Mickey Vernon,Not MVP,0.921,0.337,115,15
Gus Zernial,Not MVP,0.914,0.284,108,42
Ray Boone,Not MVP,0.909,0.296,114,26
Gene Woodling,Not MVP,0.898,0.306,58,10
Mickey Mantle,Not MVP,0.895,0.295,92,21
Yogi Berra,Not MVP,0.886,0.296,108,27
Minnie Minoso,Not MVP,0.875,0.313,104,15
Larry Doby,Not MVP,0.873,0.263,102,29
George Kell,Not MVP,0.866,0.307,73,12
Vic Wertz,Not MVP,0.842,0.268,70,19
Hank Bauer,Not MVP,0.841,0.304,57,10
Jim Delsing,Not MVP,0.816,0.288,62,11
Bob Nieman,Not MVP,0.807,0.281,69,15
Dale Mitchell,Not MVP,0.800,0.300,60,13
Eddie Yost,Not MVP,0.799,0.272,45,9
Billy Goodman,Not MVP,0.792,0.313,41,2
Sam Mele,Not MVP,0.789,0.274,82,12
Dick Gernert,Not MVP,0.786,0.253,71,21
Dave Philley,Not MVP,0.782,0.303,59,9
Gil McDougald,Not MVP,0.777,0.285,83,10
Jim Busby,Not MVP,0.773,0.312,82,6
Jackie Jensen,Not MVP,0.765,0.266,84,10
Sammy White,Not MVP,0.752,0.273,64,13
Ferris Fain,Not MVP,0.750,0.256,52,6
Ted Williams,Not MVP,1.019,0.318,126,30
Larry Doby,Not MVP,0.941,0.295,69,20
