player name,mvp,ops,avg,rbi,hr
Dick McAuliffe,0,0.882,0.274,56,23
Tony Oliva,0,0.854,0.307,87,25
Curt Blefary,0,0.839,0.255,64,23
Norm Cash,0,0.829,0.279,93,32
Tony Conigliaro,0,0.817,0.265,93,28
Fred Valentine,0,0.806,0.276,59,16
Willie Horton,0,0.802,0.262,100,27
Carl Yastrzemski,0,0.799,0.278,80,16
Frank Howard,0,0.790,0.278,71,18
Joe Foy,0,0.778,0.262,63,15
Brooks Robinson,0,0.776,0.269,100,23
Leon Wagner,0,0.775,0.279,66,23
Tommie Agee,0,0.773,0.273,86,22
Rocky Colavito,0,0.767,0.238,72,30
Tom Tresh,0,0.762,0.233,68,27
George Scott,0,0.757,0.245,90,27
Joe Pepitone,0,0.753,0.255,83,31
Fred Whitfield,0,0.723,0.241,78,27
Jose Cardenal,0,0.719,0.276,48,16
Jim Fregosi,0,0.716,0.252,67,13
Don Wert,0,0.713,0.268,70,11
Carl Yastrzemski,0,0.932,0.312,72,20
Norm Cash,0,0.883,0.266,82,30
Tony Oliva,0,0.870,0.321,98,16
Leon Wagner,0,0.864,0.294,79,28
Rocky Colavito,0,0.851,0.287,108,26
Curt Blefary,0,0.851,0.260,70,22
Tony Conigliaro,0,0.850,0.269,82,32
Frank Howard,0,0.835,0.289,84,21
Willie Horton,0,0.831,0.273,104,29
Lee Thomas,0,0.826,0.271,75,22
Tom Tresh,0,0.825,0.279,74,26
Jimmie Hall,0,0.810,0.285,86,20
Brooks Robinson,0,0.797,0.297,80,18
Felix Mantilla,0,0.790,0.275,92,18
Bob Allison,0,0.787,0.233,78,23
Zoilo Versalles,1,0.781,0.273,77,19
Ken Harrelson,0,0.758,0.238,66,23
Boog Powell,0,0.754,0.248,72,17
Don Buford,0,0.747,0.283,47,10
Jim Fregosi,0,0.744,0.277,64,15
Bill Skowron,0,0.740,0.274,78,18
Ken McMullen,0,0.737,0.263,54,18
Floyd Robinson,0,0.737,0.265,66,14
Clete Boyer,0,0.728,0.251,58,18
Ed Charles,0,0.720,0.269,56,8
Mickey Mantle,0,1.015,0.303,111,35
Boog Powell,0,1.005,0.290,99,39
Bob Allison,0,0.957,0.287,86,32
Harmon Killebrew,0,0.924,0.270,111,49
Tony Oliva,0,0.916,0.323,94,32
Brooks Robinson,1,0.889,0.317,118,28
Rocky Colavito,0,0.873,0.274,102,34
Al Kaline,0,0.851,0.293,68,17
Jim Gentile,0,0.837,0.251,71,28
Jim Fregosi,0,0.833,0.277,72,18
Eddie Bressoud,0,0.828,0.293,55,15
Roger Maris,0,0.828,0.281,71,26
Elston Howard,0,0.825,0.313,84,15
Carl Yastrzemski,0,0.825,0.289,67,15
Pete Ward,0,0.821,0.282,94,23
Jimmie Hall,0,0.818,0.282,75,25
Bill Freehan,0,0.812,0.300,80,18
Dick Stuart,0,0.811,0.279,114,33
Don Lock,0,0.807,0.248,80,28
Norm Cash,0,0.804,0.257,83,23
Floyd Robinson,0,0.795,0.301,59,11
Sam Bowens,0,0.776,0.263,71,22
Ron Hansen,0,0.766,0.261,68,20
Wayne Causey,0,0.763,0.281,49,8
Dick McAuliffe,0,0.762,0.241,66,24
Bob Allison,0,0.911,0.271,91,35
Harmon Killebrew,0,0.904,0.258,96,45
Carl Yastrzemski,0,0.894,0.321,68,14
Al Kaline,0,0.889,0.312,101,27
Elston Howard,1,0.869,0.287,85,28
Jimmie Hall,0,0.863,0.260,80,33
Tom Tresh,0,0.858,0.269,71,25
Norm Cash,0,0.856,0.270,79,26
Earl Battey,0,0.845,0.285,84,26
Pete Ward,0,0.835,0.295,84,22
Dick Stuart,0,0.833,0.261,118,42
Leon Wagner,0,0.809,0.291,90,26
Rich Rollins,0,0.803,0.307,61,16
Albie Pearson,0,0.800,0.304,47,6
Boog Powell,0,0.799,0.265,82,25
Rocky Colavito,0,0.795,0.271,91,22
Don Lock,0,0.784,0.252,82,27
Max Alvis,0,0.784,0.274,67,22
Jim Gentile,0,0.782,0.248,72,24
Floyd Robinson,0,0.781,0.283,71,13
Eddie Bressoud,0,0.780,0.260,60,20
Norm Siebern,0,0.768,0.272,83,16
Chuck Hinton,0,0.766,0.269,55,15
Joe Pepitone,0,0.752,0.271,89,27
Jim Fregosi,0,0.748,0.287,50,9
Mickey Mantle,1,1.091,0.321,89,30
Harmon Killebrew,0,0.912,0.243,126,48
Norm Siebern,0,0.907,0.308,117,25
Norm Cash,0,0.894,0.243,89,39
Rocky Colavito,0,0.885,0.273,112,37
Bob Allison,0,0.881,0.266,102,29
Pete Runnels,0,0.863,0.326,60,10
Floyd Robinson,0,0.859,0.312,109,11
John Romano,0,0.842,0.261,81,25
Roger Maris,0,0.840,0.256,100,33
Joe Cunningham,0,0.837,0.295,70,8
Chuck Hinton,0,0.834,0.310,75,17
Carl Yastrzemski,0,0.832,0.296,94,19
Brooks Robinson,0,0.828,0.303,86,23
Leon Wagner,0,0.826,0.268,107,37
Al Smith,0,0.825,0.292,82,16
Lee Thomas,0,0.822,0.290,104,26
Jim Gentile,0,0.821,0.251,87,33
Ed Charles,0,0.810,0.288,74,17
Rich Rollins,0,0.802,0.298,96,16
Tom Tresh,0,0.800,0.286,93,20
Bill Skowron,0,0.798,0.270,80,23
Elston Howard,0,0.791,0.279,91,21
Manny Jimenez,0,0.782,0.301,69,11
Jackie Brandt,0,0.776,0.255,75,19
Norm Cash,0,1.148,0.361,132,41
Mickey Mantle,0,1.135,0.317,128,54
Jim Gentile,0,1.069,0.302,141,46
Harmon Killebrew,0,1.012,0.288,122,46
Roger Maris,1,0.993,0.269,141,61
Rocky Colavito,0,0.982,0.290,140,45
Roy Sievers,0,0.913,0.295,92,27
Al Kaline,0,0.909,0.324,82,19
Leon Wagner,0,0.865,0.280,79,28
John Romano,0,0.860,0.299,80,21
Norm Siebern,0,0.859,0.296,98,18
Al Smith,0,0.854,0.278,93,28
Earl Battey,0,0.847,0.302,55,17
Lee Thomas,0,0.844,0.285,70,24
Jim Landis,0,0.832,0.283,85,22
Tito Francona,0,0.823,0.301,85,16
Woodie Held,0,0.822,0.267,78,23
Albie Pearson,0,0.821,0.288,41,7
Jim Piersall,0,0.820,0.322,40,6
Jackie Brandt,0,0.815,0.297,72,16
Bob Allison,0,0.813,0.245,105,29
Ken Hunt,0,0.810,0.255,84,25
Willie Kirkland,0,0.793,0.259,95,27
Bill Skowron,0,0.790,0.267,89,28
Minnie Minoso,0,0.789,0.280,82,14
Mickey Mantle,0,0.957,0.275,94,40
Roger Maris,1,0.952,0.283,112,39
Roy Sievers,0,0.930,0.295,93,28
Harmon Killebrew,0,0.909,0.276,80,31
Bill Skowron,0,0.881,0.309,91,26
Jim Lemon,0,0.861,0.269,100,38
Minnie Minoso,0,0.855,0.311,105,20
Norm Siebern,0,0.837,0.279,69,19
Tito Francona,0,0.832,0.292,79,17
Al Smith,0,0.826,0.315,72,12
Gene Woodling,0,0.815,0.283,62,11
Eddie Yost,0,0.812,0.260,47,14
Vic Wertz,0,0.796,0.282,103,19
Pete Runnels,0,0.795,0.320,35,2
Harvey Kuenn,0,0.795,0.308,54,9
Gene Freese,0,0.794,0.273,79,17
Rocky Colavito,0,0.791,0.249,87,35
Ron Hansen,0,0.781,0.255,86,22
Al Kaline,0,0.781,0.278,68,15
Bob Allison,0,0.780,0.251,69,15
Earl Battey,0,0.773,0.270,60,15
Brooks Robinson,0,0.770,0.294,88,14
Charlie Maxwell,0,0.765,0.237,81,24
Ken Aspromonte,0,0.762,0.288,48,10
Jim Landis,0,0.753,0.253,49,10
Al Kaline,0,0.940,0.327,94,27
Mickey Mantle,0,0.904,0.285,75,31
Harvey Kuenn,0,0.903,0.353,71,9
Eddie Yost,0,0.871,0.278,61,21
Harmon Killebrew,0,0.870,0.242,105,42
Jackie Jensen,0,0.863,0.277,112,28
Gene Woodling,0,0.856,0.300,77,14
Rocky Colavito,0,0.849,0.257,111,42
Minnie Minoso,0,0.846,0.302,92,21
Jim Lemon,0,0.844,0.279,100,33
Pete Runnels,0,0.841,0.314,57,6
Roger Maris,0,0.824,0.273,72,16
Charlie Maxwell,0,0.819,0.251,95,31
Bob Allison,0,0.815,0.261,85,30
Bob Cerv,0,0.812,0.285,87,20
Yogi Berra,0,0.809,0.284,69,19
Hector Lopez,0,0.804,0.283,93,22
Sherm Lollar,0,0.796,0.265,84,22
Bill Tuttle,0,0.782,0.300,43,7
Woodie Held,0,0.778,0.251,71,29
Nellie Fox,1,0.770,0.306,70,2
Frank Malzone,0,0.760,0.280,92,19
Jim Landis,0,0.749,0.272,60,5
Dick Williams,0,0.746,0.266,75,16
Vic Power,0,0.746,0.289,60,10
Ted Williams,0,1.042,0.328,85,26
Mickey Mantle,0,1.035,0.304,97,42
Rocky Colavito,0,1.024,0.303,113,41
Bob Cerv,0,0.963,0.305,104,38
Jackie Jensen,1,0.931,0.286,122,35
Roy Sievers,0,0.900,0.295,108,39
Minnie Minoso,0,0.867,0.302,80,24
Al Kaline,0,0.864,0.313,85,16
Pete Runnels,0,0.854,0.322,59,8
Norm Siebern,0,0.842,0.300,55,14
Vic Power,0,0.822,0.312,80,16
Sherm Lollar,0,0.821,0.273,84,20
Harvey Kuenn,0,0.815,0.319,54,8
Gail Harris,0,0.809,0.273,83,20
Gene Woodling,0,0.806,0.276,65,15
Jim Landis,0,0.785,0.277,64,15
Gus Triandos,0,0.782,0.245,79,30
Jim Lemon,0,0.781,0.246,75,26
Dick Gernert,0,0.755,0.237,69,20
Frank Malzone,0,0.754,0.295,87,15
Bill Skowron,0,0.740,0.273,73,14
Hank Bauer,0,0.739,0.268,50,12
Hector Lopez,0,0.732,0.261,73,17
Roger Maris,0,0.725,0.240,80,28
Frank Bolling,0,0.720,0.269,75,14
Ted Williams,0,1.257,0.388,87,38
Mickey Mantle,1,1.177,0.365,94,34
Roy Sievers,0,0.967,0.301,114,42
Gene Woodling,0,0.929,0.321,78,19
Minnie Minoso,0,0.862,0.310,103,12
Charlie Maxwell,0,0.858,0.276,82,24
Vic Wertz,0,0.857,0.282,105,28
Larry Doby,0,0.837,0.288,79,14
Jackie Jensen,0,0.836,0.281,103,23
Al Kaline,0,0.821,0.295,90,23
Rocky Colavito,0,0.819,0.252,84,25
Bill Skowron,0,0.818,0.304,88,17
Nellie Fox,0,0.818,0.317,61,6
Gil McDougald,0,0.804,0.289,62,13
Bob Boyd,0,0.796,0.318,34,4
Jim Lemon,0,0.795,0.284,64,17
Bob Nieman,0,0.792,0.276,70,13
Hank Bauer,0,0.776,0.259,65,18
Ray Boone,0,0.771,0.273,65,12
Yogi Berra,0,0.767,0.251,82,24
Gus Zernial,0,0.761,0.236,69,27
Al Pilarcik,0,0.757,0.278,49,9
Frank Malzone,0,0.751,0.292,103,15
Jim Piersall,0,0.746,0.261,63,19
Eddie Yost,0,0.742,0.251,38,9
Mickey Mantle,1,1.169,0.353,130,52
Ted Williams,0,1.084,0.345,82,24
Minnie Minoso,0,0.950,0.316,88,21
Charlie Maxwell,0,0.948,0.326,87,28
Bob Nieman,0,0.931,0.320,68,14
Ray Boone,0,0.920,0.308,81,25
Al Kaline,0,0.913,0.314,128,27
Yogi Berra,0,0.911,0.298,105,30
Bill Skowron,0,0.910,0.308,90,23
Jackie Jensen,0,0.901,0.315,97,20
Vic Wertz,0,0.874,0.264,106,32
Larry Doby,0,0.858,0.268,102,24
Harvey Kuenn,0,0.857,0.332,88,12
Jim Lemon,0,0.850,0.271,96,27
Gil McDougald,0,0.848,0.311,56,13
Roy Sievers,0,0.838,0.253,95,29
Harry Simpson,0,0.837,0.293,105,21
Sherm Lollar,0,0.821,0.293,75,11
Al Smith,0,0.812,0.274,71,16
Gus Triandos,0,0.810,0.279,88,21
Pete Runnels,0,0.805,0.310,76,8
Jim Piersall,0,0.799,0.293,87,14
Vic Power,0,0.787,0.309,63,14
Al Rosen,0,0.779,0.267,61,15
Hector Lopez,0,0.775,0.273,69,18
Mickey Mantle,0,1.042,0.306,99,37
Al Kaline,0,0.967,0.340,102,27
Al Smith,0,0.880,0.306,77,22
Larry Doby,0,0.874,0.291,75,26
Vic Power,0,0.859,0.319,76,19
Roy Sievers,0,0.853,0.271,106,25
Jackie Jensen,0,0.848,0.275,116,26
Mickey Vernon,0,0.835,0.301,85,14
Ray Boone,0,0.822,0.284,116,20
Hank Bauer,0,0.821,0.278,53,20
Yogi Berra,1,0.819,0.272,108,27
George Kell,0,0.818,0.312,81,8
Minnie Minoso,0,0.811,0.288,70,10
Jim Piersall,0,0.792,0.283,62,13
Walt Dropo,0,0.791,0.280,79,19
Sherm Lollar,0,0.782,0.261,61,16
Eddie Yost,0,0.778,0.243,48,7
Nellie Fox,0,0.770,0.311,59,6
Harvey Kuenn,0,0.769,0.306,62,8
Bobby Avila,0,0.768,0.272,61,13
Gil McDougald,0,0.768,0.285,53,13
Norm Zauchin,0,0.765,0.239,93,27
Al Rosen,0,0.765,0.244,81,21
Hector Lopez,0,0.759,0.290,68,15
Bill Tuttle,0,0.757,0.279,78,14
Ted Williams,0,1.148,0.345,89,29
Minnie Minoso,0,0.946,0.320,116,19
Mickey Mantle,0,0.933,0.300,102,27
Al Rosen,0,0.910,0.300,102,24
Bobby Avila,0,0.880,0.341,67,15
Irv Noren,0,0.859,0.319,66,12
Yogi Berra,1,0.855,0.307,125,22
Mickey Vernon,0,0.850,0.290,97,20
Larry Doby,0,0.847,0.272,126,32
Ray Boone,0,0.842,0.295,85,20
Al Smith,0,0.832,0.281,50,11
Jackie Jensen,0,0.831,0.276,117,25
Cal Abrams,0,0.821,0.293,25,6
Jim Finigan,0,0.802,0.302,51,7
Jim Rivera,0,0.787,0.286,61,13
Eddie Yost,0,0.786,0.256,47,11
Roy Sievers,0,0.777,0.232,102,24
Nellie Fox,0,0.763,0.319,47,2
Pete Runnels,0,0.751,0.268,56,3
Billy Goodman,0,0.746,0.303,36,1
Sammy White,0,0.732,0.282,75,14
Jim Piersall,0,0.732,0.285,38,8
Jim Busby,0,0.731,0.298,80,7
Bill Tuttle,0,0.728,0.266,58,7
Harvey Kuenn,0,0.725,0.306,48,5
Al Rosen,1,1.034,0.336,145,43
Mickey Vernon,0,0.921,0.337,115,15
Gus Zernial,0,0.914,0.284,108,42
Ray Boone,0,0.909,0.296,114,26
Gene Woodling,0,0.898,0.306,58,10
Mickey Mantle,0,0.895,0.295,92,21
Yogi Berra,0,0.886,0.296,108,27
Minnie Minoso,0,0.875,0.313,104,15
Larry Doby,0,0.873,0.263,102,29
George Kell,0,0.866,0.307,73,12
Vic Wertz,0,0.842,0.268,70,19
Hank Bauer,0,0.841,0.304,57,10
Jim Delsing,0,0.816,0.288,62,11
Bob Nieman,0,0.807,0.281,69,15
Dale Mitchell,0,0.800,0.300,60,13
Eddie Yost,0,0.799,0.272,45,9
Billy Goodman,0,0.792,0.313,41,2
Sam Mele,0,0.789,0.274,82,12
Dick Gernert,0,0.786,0.253,71,21
Dave Philley,0,0.782,0.303,59,9
Gil McDougald,0,0.777,0.285,83,10
Jim Busby,0,0.773,0.312,82,6
Jackie Jensen,0,0.765,0.266,84,10
Sammy White,0,0.752,0.273,64,13
Ferris Fain,0,0.750,0.256,52,6
Ted Williams,0,1.019,0.318,126,30
Larry Doby,0,0.941,0.295,69,20
Minnie Minoso,0,0.922,0.326,76,10
Ferris Fain,0,0.921,0.344,57,6
Vic Wertz,0,0.894,0.285,94,27
Eddie Joost,0,0.870,0.289,78,19
Eddie Robinson,0,0.866,0.282,117,29
Elmer Valo,0,0.858,0.302,55,7
Gus Zernial,0,0.856,0.268,129,33
Eddie Yost,0,0.847,0.283,65,12
Yogi Berra,1,0.842,0.294,88,27
Gene Woodling,0,0.835,0.281,71,15
Johnny Pesky,0,0.815,0.313,41,3
Luke Easter,0,0.814,0.270,103,27
Al Rosen,0,0.809,0.265,102,24
Nellie Fox,0,0.798,0.313,55,4
Dom DiMaggio,0,0.788,0.296,72,12
Joe DiMaggio,0,0.787,0.263,71,12
George Kell,0,0.786,0.319,59,2
Bobby Avila,0,0.783,0.304,58,10
Gil Coan,0,0.782,0.303,62,9
Dale Mitchell,0,0.782,0.290,62,11
Mickey Vernon,0,0.781,0.293,87,9
Billy Goodman,0,0.761,0.297,50,0
Irv Noren,0,0.755,0.279,86,8
Larry Doby,0,0.986,0.326,102,25
Joe DiMaggio,0,0.979,0.301,122,32
Walt Dropo,0,0.961,0.322,144,34
Hoot Evers,0,0.959,0.323,103,21
Al Rosen,0,0.948,0.287,116,37
Vic Wertz,0,0.941,0.308,123,27
Al Zarilla,0,0.915,0.325,74,9
Yogi Berra,0,0.915,0.322,124,28
George Kell,0,0.886,0.340,101,8
Bobby Doerr,0,0.886,0.294,120,27
Billy Goodman,0,0.882,0.354,68,4
Vern Stephens,0,0.872,0.295,144,30
Don Lenhardt,0,0.871,0.273,81,22
Dom DiMaggio,0,0.866,0.328,70,7
Luke Easter,0,0.860,0.280,107,28
Johnny Groth,0,0.858,0.306,85,12
Phil Rizzuto,1,0.857,0.324,66,7
Eddie Robinson,0,0.846,0.295,86,21
Eddie Yost,0,0.845,0.295,58,11
Irv Noren,0,0.834,0.295,98,14
Ferris Fain,0,0.832,0.282,83,10
Johnny Pesky,0,0.825,0.312,49,1
Dick Kokos,0,0.822,0.261,67,18
Gus Zernial,0,0.815,0.280,93,29
Elmer Valo,0,0.806,0.280,46,10
Ted Williams,1,1.141,0.343,159,43
Tommy Henrich,0,0.942,0.287,85,24
Vern Stephens,0,0.930,0.290,159,39
George Kell,0,0.892,0.343,59,3
Bobby Doerr,0,0.890,0.309,109,18
Eddie Joost,0,0.882,0.263,81,23
Roy Sievers,0,0.869,0.306,91,16
Larry Doby,0,0.857,0.280,85,24
Vic Wertz,0,0.851,0.304,133,20
Eddie Robinson,0,0.840,0.294,78,18
Cass Michaels,0,0.837,0.308,83,6
Luke Appling,0,0.833,0.301,58,5
Hoot Evers,0,0.831,0.303,72,7
Dom DiMaggio,0,0.824,0.307,60,8
Sam Chapman,0,0.822,0.278,108,24
Elmer Valo,0,0.817,0.283,85,5
Dick Kokos,0,0.810,0.261,77,23
Bob Dillinger,0,0.802,0.324,51,1
Mickey Vernon,0,0.801,0.291,83,18
Jerry Priddy,0,0.796,0.290,63,11
Johnny Pesky,0,0.792,0.306,69,2
Dale Mitchell,0,0.788,0.317,56,3
Eddie Yost,0,0.774,0.253,45,9
Al Zarilla,0,0.763,0.277,77,10
Joe Gordon,0,0.762,0.251,84,20
Ted Williams,0,1.112,0.369,127,25
Joe DiMaggio,0,0.994,0.320,155,39
Lou Boudreau,1,0.987,0.355,106,18
Tommy Henrich,0,0.945,0.308,100,25
Ken Keltner,0,0.917,0.297,119,31
Bobby Doerr,0,0.891,0.285,111,27
Pat Mullin,0,0.889,0.288,80,23
Joe Gordon,0,0.879,0.280,124,32
Larry Doby,0,0.873,0.301,66,14
Al Zarilla,0,0.871,0.329,74,12
Jerry Priddy,0,0.834,0.296,79,8
Hoot Evers,0,0.831,0.314,103,10
Yogi Berra,0,0.830,0.305,98,14
Hank Majeski,0,0.822,0.310,120,12
Vern Stephens,0,0.821,0.269,137,29
Dale Mitchell,0,0.814,0.336,56,4
Ferris Fain,0,0.808,0.281,88,7
Billy Johnson,0,0.805,0.294,64,12
Billy Goodman,0,0.801,0.310,66,1
Bob Dillinger,0,0.799,0.321,44,2
Barney McCosky,0,0.791,0.326,46,0
Eddie Joost,0,0.788,0.250,55,16
Dom DiMaggio,0,0.785,0.285,87,9
Johnny Lipon,0,0.782,0.290,52,5
Luke Appling,0,0.777,0.314,47,0
Ted Williams,0,1.133,0.343,114,32
Joe DiMaggio,1,0.914,0.315,97,20
Tommy Henrich,0,0.857,0.287,98,16
Jeff Heath,0,0.850,0.251,85,27
Joe Gordon,0,0.842,0.272,93,29
Ferris Fain,0,0.837,0.291,71,7
George McQuinn,0,0.832,0.304,80,13
Roy Cullenbine,0,0.823,0.224,78,24
Stan Spence,0,0.819,0.279,73,16
Lou Boudreau,0,0.811,0.307,67,4
Sam Mele,0,0.804,0.302,73,12
Hoot Evers,0,0.801,0.296,67,10
George Kell,0,0.798,0.320,93,5
Luke Appling,0,0.797,0.306,49,8
Barney McCosky,0,0.795,0.328,52,1
Johnny Pesky,0,0.785,0.324,39,0
Billy Johnson,0,0.768,0.285,95,10
Dom DiMaggio,0,0.766,0.283,71,8
Vern Stephens,0,0.765,0.279,83,15
Wally Judnich,0,0.764,0.258,64,18
Hank Majeski,0,0.763,0.280,72,8
Bobby Doerr,0,0.755,0.258,95,17
Dale Mitchell,0,0.742,0.316,34,1
Johnny Lindell,0,0.734,0.275,67,11
Bob Dillinger,0,0.733,0.294,37,3
Ted Williams,1,1.164,0.342,123,38
Hank Greenberg,0,0.977,0.277,127,44
Charlie Keller,0,0.938,0.275,101,30
Mickey Vernon,0,0.910,0.353,85,8
Joe DiMaggio,0,0.878,0.290,95,25
Hank Edwards,0,0.870,0.301,54,10
Stan Spence,0,0.861,0.292,87,16
Jeff Heath,0,0.847,0.278,84,16
Johnny Pesky,0,0.827,0.335,55,2
Dom DiMaggio,0,0.820,0.316,73,7
Vern Stephens,0,0.817,0.307,64,14
Rudy York,0,0.808,0.276,119,17
George Kell,0,0.804,0.322,52,4
Bobby Doerr,0,0.799,0.271,116,18
Buddy Lewis,0,0.780,0.292,45,7
Tommy Henrich,0,0.769,0.251,83,19
Luke Appling,0,0.762,0.309,55,1
Sam Chapman,0,0.757,0.261,67,20
Lou Boudreau,0,0.755,0.293,62,6
Wally Judnich,0,0.751,0.262,72,15
Thurman Tucker,0,0.721,0.288,36,1
Joe Grace,0,0.712,0.278,44,3
Eddie Lake,0,0.708,0.254,31,8
Jerry Priddy,0,0.696,0.254,58,6
Johnny Berardino,0,0.664,0.265,68,5
Ted Williams,0,1.147,0.356,137,36
Charlie Keller,0,0.930,0.292,108,26
Wally Judnich,0,0.912,0.313,82,17
Joe Gordon,1,0.900,0.322,103,18
Chet Laabs,0,0.878,0.275,99,27
Joe DiMaggio,0,0.875,0.305,114,21
Les Fleming,0,0.845,0.292,82,14
Bob Johnson,0,0.835,0.291,80,13
Bobby Doerr,0,0.824,0.290,102,15
Stan Spence,0,0.817,0.323,79,4
Bobby Estalella,0,0.813,0.277,65,8
Roy Cullenbine,0,0.805,0.276,66,6
Dom DiMaggio,0,0.801,0.286,48,14
Harlond Clift,0,0.794,0.274,55,7
Jeff Heath,0,0.792,0.278,76,10
Johnny Pesky,0,0.791,0.331,51,2
George Case,0,0.784,0.320,43,5
Tommy Henrich,0,0.782,0.267,67,13
Barney McCosky,0,0.777,0.293,50,7
Vern Stephens,0,0.774,0.294,92,14
Pinky Higgins,0,0.771,0.267,79,11
Rudy York,0,0.771,0.260,90,21
Lou Boudreau,0,0.749,0.283,58,2
George McQuinn,0,0.738,0.262,78,12
Tony Lupien,0,0.735,0.281,70,3
Ted Williams,0,1.286,0.406,120,37
Joe DiMaggio,1,1.083,0.357,125,30
Charlie Keller,0,0.996,0.298,122,33
Jeff Heath,0,0.982,0.340,123,24
Cecil Travis,0,0.930,0.359,101,7
Sam Chapman,0,0.921,0.322,106,25
Jimmie Foxx,0,0.917,0.300,105,19
Roy Cullenbine,0,0.917,0.317,98,9
Joe Cronin,0,0.914,0.311,95,16
Tommy Henrich,0,0.895,0.277,85,31
George McQuinn,0,0.867,0.297,80,18
Taffy Wright,0,0.867,0.322,97,10
Bob Johnson,0,0.863,0.275,107,22
Dick Siebert,0,0.846,0.334,79,5
Wally Judnich,0,0.833,0.284,83,14
Barney McCosky,0,0.826,0.324,55,3
Joe Gordon,0,0.824,0.276,87,24
Bruce Campbell,0,0.821,0.275,93,15
Buddy Lewis,0,0.820,0.297,72,9
Rudy York,0,0.816,0.259,111,27
Ken Keltner,0,0.815,0.269,84,23
Frankie Hayes,0,0.811,0.280,63,12
Wally Moses,0,0.806,0.301,35,4
Harlond Clift,0,0.806,0.255,84,17
Pinky Higgins,0,0.800,0.298,73,11
Hank Greenberg,1,1.103,0.340,150,41
Joe DiMaggio,0,1.051,0.352,133,31
Ted Williams,0,1.036,0.344,113,23
Rudy York,0,0.993,0.316,134,33
Jimmie Foxx,0,0.993,0.297,119,36
Hal Trosky,0,0.920,0.295,93,25
Charlie Keller,0,0.919,0.286,93,21
Barney McCosky,0,0.899,0.340,57,4
Wally Judnich,0,0.888,0.303,89,24
Bob Johnson,0,0.888,0.268,103,31
Joe Cronin,0,0.882,0.285,111,24
Charlie Gehringer,0,0.875,0.313,81,10
Frankie Hayes,0,0.866,0.308,70,16
Wally Moses,0,0.865,0.309,50,9
Luke Appling,0,0.862,0.348,79,0
Joe Kuhel,0,0.861,0.280,94,27
Harlond Clift,0,0.859,0.273,87,20
Rip Radcliff,0,0.858,0.342,81,7
Jim Tabor,0,0.855,0.285,81,21
Joe Gordon,0,0.851,0.281,103,30
Bobby Doerr,0,0.850,0.291,105,22
Buddy Lewis,0,0.836,0.317,63,6
Taffy Wright,0,0.832,0.337,88,5
Cecil Travis,0,0.826,0.322,76,2
Lou Finney,0,0.822,0.320,73,5
Jimmie Foxx,0,1.158,0.360,105,35
Joe DiMaggio,1,1.119,0.381,126,30
Ted Williams,0,1.045,0.327,145,31
Hank Greenberg,0,1.042,0.312,112,33
Hal Trosky,0,0.994,0.335,104,25
Bob Johnson,0,0.993,0.338,114,23
George Selkirk,0,0.968,0.306,101,21
Charlie Gehringer,0,0.968,0.325,86,16
Charlie Keller,0,0.947,0.334,83,11
Bill Dickey,0,0.915,0.302,105,24
Red Rolfe,0,0.900,0.329,80,14
Joe Cronin,0,0.899,0.308,107,19
George McQuinn,0,0.898,0.316,94,20
Buddy Lewis,0,0.879,0.319,75,10
Joe Gordon,0,0.876,0.284,111,28
Ken Keltner,0,0.868,0.325,97,13
Frankie Hayes,0,0.858,0.283,83,20
Joe Kuhel,0,0.836,0.300,56,15
Bruce Campbell,0,0.832,0.287,72,8
Mike Kreevich,0,0.826,0.323,77,5
Barney McCosky,0,0.814,0.311,58,4
Bobby Doerr,0,0.813,0.318,73,12
Harlond Clift,0,0.812,0.270,84,15
Ben Chapman,0,0.802,0.290,82,6
Eric McNair,0,0.800,0.324,82,7
Jimmie Foxx,1,1.166,0.349,175,50
Hank Greenberg,0,1.122,0.315,146,58
Rudy York,0,0.995,0.298,127,33
Jeff Heath,0,0.985,0.343,112,21
Bill Dickey,0,0.981,0.313,115,27
Harlond Clift,0,0.977,0.290,118,34
Joe DiMaggio,0,0.967,0.324,140,32
Earl Averill,0,0.965,0.330,93,14
Joe Cronin,0,0.964,0.325,94,17
Bob Johnson,0,0.959,0.313,113,30
Hal Trosky,0,0.948,0.334,110,19
Lou Gehrig,0,0.932,0.295,114,29
Buddy Myer,0,0.918,0.336,71,6
Ben Chapman,0,0.912,0.340,80,6
Charlie Gehringer,0,0.911,0.306,107,20
Tommy Henrich,0,0.882,0.270,91,22
Al Simmons,0,0.868,0.302,95,21
George McQuinn,0,0.861,0.324,82,12
Gee Walker,0,0.854,0.305,87,16
Joe Gordon,0,0.843,0.255,97,25
Cecil Travis,0,0.833,0.335,67,5
Joe Vosmik,0,0.830,0.324,86,9
Dixie Walker,0,0.830,0.308,43,6
Red Rolfe,0,0.826,0.311,80,10
Bruce Campbell,0,0.820,0.290,72,12
Lou Gehrig,0,1.116,0.351,159,37
Hank Greenberg,0,1.105,0.337,183,40
Joe DiMaggio,0,1.085,0.346,167,46
Bill Dickey,0,0.987,0.332,133,29
Zeke Bonura,0,0.984,0.345,100,19
Bob Johnson,0,0.981,0.306,108,25
Charlie Gehringer,1,0.978,0.371,96,14
Harlond Clift,0,0.960,0.306,118,29
Jimmie Foxx,0,0.929,0.285,127,36
Wally Moses,0,0.924,0.320,86,25
Hal Trosky,0,0.915,0.298,128,32
